arcs,build_source_hash,candidates_examined,capacity_mode,certification_seconds,command,complete_sequence,configuration,degenerate_pivots,direction_seconds,end_to_end_seconds,family,flow_augmentations,flow_solves,full_rebuilds,instance,instance_path,instance_sha256,local_rebuilds,macroitems,message,nodes,objective,oracle_calls,origin,peak_rss_bytes,pivots,preprocessing_seconds,pricing_seconds,ratio_test_seconds,rebuilt_nodes,removed_arcs,replica,run_id,runner_seconds,status,total_seconds,update_seconds,verified
5976,493f6f942eca3576ac0253ad50581fbe0469e8e417d3f97011c676f7789871fd,5535340,"""instance""",0.000492954,"['taskset', '-c', '2', '<project>/build/release/pclp', 'solve', '--instance', '<project>/data/generated/gen_sparse_degree3_n2000_uniform_neg30_r0.json', '--config', '<project>/experiments/runs/pilot/524d54c0be169417/resolved_config.json', '--output', '<project>/experiments/runs/pilot/524d54c0be169417/result.json']",False,forest-tuned,88067,0.162048615,1.016537685,sparse,0,0,577,gen_sparse_degree3_n2000_uniform_neg30_r0,data/generated/gen_sparse_degree3_n2000_uniform_neg30_r0.json,214504eb0a3c0949393dfc52c669f121f626a4633f0c7ebc3564b6133474ef1d,88420,230,,2000,24468.069668820677,231,generated,26750976,88766,0.000530664,0.100228507,0.164116372,10752244,0,0,524d54c0be169417,1.0244326499960152,optimal,1.010938776,0.483656329,True
5976,493f6f942eca3576ac0253ad50581fbe0469e8e417d3f97011c676f7789871fd,0,"""instance""",0.000361174,"['taskset', '-c', '2', '<project>/build/release/pclp', 'solve', '--instance', '<project>/data/generated/gen_sparse_degree3_n2000_uniform_neg30_r0.json', '--config', '<project>/experiments/runs/pilot/32190b2371c2ffea/resolved_config.json', '--output', '<project>/experiments/runs/pilot/32190b2371c2ffea/result.json']",False,parametric,0,0.0,0.054596593,sparse,9757,461,0,gen_sparse_degree3_n2000_uniform_neg30_r0,data/generated/gen_sparse_degree3_n2000_uniform_neg30_r0.json,214504eb0a3c0949393dfc52c669f121f626a4633f0c7ebc3564b6133474ef1d,0,230,,2000,24468.069668820677,460,generated,26750976,0,0.000555759,0.0,0.0,0,0,0,32190b2371c2ffea,0.06069146600202657,optimal,0.049549171,0.0,True
15972,493f6f942eca3576ac0253ad50581fbe0469e8e417d3f97011c676f7789871fd,0,"""instance""",0.000571512,"['taskset', '-c', '2', '<project>/build/release/pclp', 'solve', '--instance', '<project>/data/generated/gen_transitive_degree2-extra3.0_n2000_uniform_neg30_r0.json', '--config', '<project>/experiments/runs/pilot/f3bd7ad51d325a44/resolved_config.json', '--output', '<project>/experiments/runs/pilot/f3bd7ad51d325a44/result.json']",False,dinkelbach,0,0.0,1.519608213,transitive,586132,2964,0,gen_transitive_degree2-extra3.0_n2000_uniform_neg30_r0,data/generated/gen_transitive_degree2-extra3.0_n2000_uniform_neg30_r0.json,0d1568793b2918c1a2f07502c54b5a1eb160459ad27d264f03919d701a5eabf4,0,282,,2000,27158.898265651438,283,generated,26750976,0,0.001106503,0.0,0.0,0,0,0,f3bd7ad51d325a44,1.527853738007252,optimal,1.508704099,0.0,True
15972,493f6f942eca3576ac0253ad50581fbe0469e8e417d3f97011c676f7789871fd,524242669,"""instance""",0.0,"['taskset', '-c', '2', '<project>/build/release/pclp', 'solve', '--instance', '<project>/data/generated/gen_transitive_degree2-extra3.0_n2000_uniform_neg30_r0.json', '--config', '<project>/experiments/runs/pilot/8ab273d677e8302b/resolved_config.json', '--output', '<project>/experiments/runs/pilot/8ab273d677e8302b/result.json']",False,forest-reference,276529,0.867274778,30.010316532,transitive,0,0,276667,gen_transitive_degree2-extra3.0_n2000_uniform_neg30_r0,data/generated/gen_transitive_degree2-extra3.0_n2000_uniform_neg30_r0.json,0d1568793b2918c1a2f07502c54b5a1eb160459ad27d264f03919d701a5eabf4,0,12,residual oracle did not certify optimality,2000,0.0,15,generated,26750976,276652,0.001164488,3.382152958,13.083905163999999,524521012,0,0,8ab273d677e8302b,30.01675510700443,time_limit,30.000108762,12.275193036,False
15972,493f6f942eca3576ac0253ad50581fbe0469e8e417d3f97011c676f7789871fd,15141421,"""instance""",0.000603043,"['taskset', '-c', '2', '<project>/build/release/pclp', 'solve', '--instance', '<project>/data/generated/gen_transitive_degree2-extra3.0_n2000_uniform_neg30_r0.json', '--config', '<project>/experiments/runs/pilot/5814e4a63dd4c34e/resolved_config.json', '--output', '<project>/experiments/runs/pilot/5814e4a63dd4c34e/result.json']",False,forest-tuned,163556,0.266256185,1.837526597,transitive,0,0,925,gen_transitive_degree2-extra3.0_n2000_uniform_neg30_r0,data/generated/gen_transitive_degree2-extra3.0_n2000_uniform_neg30_r0.json,0d1568793b2918c1a2f07502c54b5a1eb160459ad27d264f03919d701a5eabf4,163812,282,,2000,27158.898265651438,283,generated,26750976,164454,0.001170036,0.16579228099999999,0.292129922,22039754,0,0,5814e4a63dd4c34e,1.846639650000725,optimal,1.826503357,0.9204244389999999,True
15972,493f6f942eca3576ac0253ad50581fbe0469e8e417d3f97011c676f7789871fd,0,"""instance""",0.000611836,"['taskset', '-c', '2', '<project>/build/release/pclp', 'solve', '--instance', '<project>/data/generated/gen_transitive_degree2-extra3.0_n2000_uniform_neg30_r0.json', '--config', '<project>/experiments/runs/pilot/0d660c4c49d8d2c4/resolved_config.json', '--output', '<project>/experiments/runs/pilot/0d660c4c49d8d2c4/result.json']",False,parametric,0,0.0,0.10628364,transitive,11076,565,0,gen_transitive_degree2-extra3.0_n2000_uniform_neg30_r0,data/generated/gen_transitive_degree2-extra3.0_n2000_uniform_neg30_r0.json,0d1568793b2918c1a2f07502c54b5a1eb160459ad27d264f03919d701a5eabf4,0,282,,2000,27158.898265651438,564,generated,26750976,0,0.00116928,0.0,0.0,0,0,0,0d660c4c49d8d2c4,0.11448552300862502,optimal,0.095148514,0.0,True
3922,493f6f942eca3576ac0253ad50581fbe0469e8e417d3f97011c676f7789871fd,0,"""instance""",0.00023243,"['taskset', '-c', '2', '<project>/build/release/pclp', 'solve', '--instance', '<project>/data/processed/minelib_newman1.json', '--config', '<project>/experiments/runs/pilot/faf699ddd8f08267/resolved_config.json', '--output', '<project>/experiments/runs/pilot/faf699ddd8f08267/result.json']",False,dinkelbach,0,0.0,0.178699579,minelib-derived,95907,323,0,minelib_newman1,data/processed/minelib_newman1.json,35f28a77d150ed9feaf7f377f59222172fa0f076d4d1ce6cde7000a84bd651a9,0,46,,1060,26086899.02597,47,DATA/MINELIB/INSTANCES.zip,26750976,0,0.0004316,0.0,0.0,0,0,0,faf699ddd8f08267,0.18652670699520968,optimal,0.174934645,0.0,True
3922,493f6f942eca3576ac0253ad50581fbe0469e8e417d3f97011c676f7789871fd,117391956,"""instance""",0.000223805,"['taskset', '-c', '2', '<project>/build/release/pclp', 'solve', '--instance', '<project>/data/processed/minelib_newman1.json', '--config', '<project>/experiments/runs/pilot/7da072f92bb0200b/resolved_config.json', '--output', '<project>/experiments/runs/pilot/7da072f92bb0200b/result.json']",False,forest-reference,118535,0.262624982,6.28365933,minelib-derived,0,0,118782,minelib_newman1,data/processed/minelib_newman1.json,35f28a77d150ed9feaf7f377f59222172fa0f076d4d1ce6cde7000a84bd651a9,0,46,,1060,26086899.02597,47,DATA/MINELIB/INSTANCES.zip,26750976,118735,0.000381604,0.88985803,1.7217698750000001,117510738,0,0,7da072f92bb0200b,6.291523310996126,optimal,6.280281802,3.254163334,True
3922,493f6f942eca3576ac0253ad50581fbe0469e8e417d3f97011c676f7789871fd,7080786,"""instance""",0.000205662,"['taskset', '-c', '2', '<project>/build/release/pclp', 'solve', '--instance', '<project>/data/processed/minelib_newman1.json', '--config', '<project>/experiments/runs/pilot/a5d5d67fa7e42837/resolved_config.json', '--output', '<project>/experiments/runs/pilot/a5d5d67fa7e42837/result.json']",False,forest-tuned,48903,0.097903411,1.007323356,minelib-derived,0,0,238,minelib_newman1,data/processed/minelib_newman1.json,35f28a77d150ed9feaf7f377f59222172fa0f076d4d1ce6cde7000a84bd651a9,48783,46,,1060,26086899.02597,47,DATA/MINELIB/INSTANCES.zip,26750976,48974,0.000419064,0.082076335,0.08565882,19513675,0,0,a5d5d67fa7e42837,1.0145463950029807,optimal,1.003714714,0.675689632,True
3922,493f6f942eca3576ac0253ad50581fbe0469e8e417d3f97011c676f7789871fd,0,"""instance""",0.000231028,"['taskset', '-c', '2', '<project>/build/release/pclp', 'solve', '--instance', '<project>/data/processed/minelib_newman1.json', '--config', '<project>/experiments/runs/pilot/bb1ad4a5ea4834d7/resolved_config.json', '--output', '<project>/experiments/runs/pilot/bb1ad4a5ea4834d7/result.json']",False,parametric,0,0.0,0.017990037,minelib-derived,5607,93,0,minelib_newman1,data/processed/minelib_newman1.json,35f28a77d150ed9feaf7f377f59222172fa0f076d4d1ce6cde7000a84bd651a9,0,46,,1060,26086899.02597,92,DATA/MINELIB/INSTANCES.zip,26750976,0,0.000430261,0.0,0.0,0,0,0,bb1ad4a5ea4834d7,0.022859966004034504,optimal,0.014022069,0.0,True
1661,493f6f942eca3576ac0253ad50581fbe0469e8e417d3f97011c676f7789871fd,0,"""instance""",0.000137342,"['taskset', '-c', '2', '<project>/build/release/pclp', 'solve', '--instance', '<project>/data/processed/pckp_A_972_1661.json', '--config', '<project>/experiments/runs/pilot/981d5200a75b1938/resolved_config.json', '--output', '<project>/experiments/runs/pilot/981d5200a75b1938/result.json']",True,dinkelbach,0,0.0,0.092320318,pckp-historical,72591,639,0,pckp_A_972_1661,data/processed/pckp_A_972_1661.json,f05a9f948a8afe670e0d40337dd536029134e287f4003e0067f40df3bad0de94,0,86,,972,1734.88179178764,86,DATA/INSTANCES/PCKP_BB/instances,26750976,0,0.000267235,0.0,0.0,0,0,0,981d5200a75b1938,0.09832336399995256,optimal,0.090401252,0.0,True
1661,493f6f942eca3576ac0253ad50581fbe0469e8e417d3f97011c676f7789871fd,11125866,"""instance""",0.000151206,"['taskset', '-c', '2', '<project>/build/release/pclp', 'solve', '--instance', '<project>/data/processed/pckp_A_972_1661.json', '--config', '<project>/experiments/runs/pilot/f6bd56e6b42bf4d7/resolved_config.json', '--output', '<project>/experiments/runs/pilot/f6bd56e6b42bf4d7/result.json']",True,forest-reference,18957,0.017811924,0.484096562,pckp-historical,0,0,19496,pckp_A_972_1661,data/processed/pckp_A_972_1661.json,f05a9f948a8afe670e0d40337dd536029134e287f4003e0067f40df3bad0de94,0,86,,972,1734.88179178764,90,DATA/INSTANCES/PCKP_BB/instances,26750976,19406,0.000265593,0.093433679,0.075080795,11145362,0,0,f6bd56e6b42bf4d7,0.48924276100296993,optimal,0.482158973,0.28363069,True
1661,493f6f942eca3576ac0253ad50581fbe0469e8e417d3f97011c676f7789871fd,530392,"""instance""",0.000136859,"['taskset', '-c', '2', '<project>/build/release/pclp', 'solve', '--instance', '<project>/data/processed/pckp_A_972_1661.json', '--config', '<project>/experiments/runs/pilot/6586bef96a932b4f/resolved_config.json', '--output', '<project>/experiments/runs/pilot/6586bef96a932b4f/result.json']",True,forest-tuned,8401,0.008284114,0.068099675,pckp-historical,0,0,119,pckp_A_972_1661,data/processed/pckp_A_972_1661.json,f05a9f948a8afe670e0d40337dd536029134e287f4003e0067f40df3bad0de94,8470,86,,972,1734.88179178764,86,DATA/INSTANCES/PCKP_BB/instances,26750976,8503,0.000243831,0.006982474,0.008090095,862198,0,0,6586bef96a932b4f,0.07403385300131049,optimal,0.066195632,0.033830749,True
1661,493f6f942eca3576ac0253ad50581fbe0469e8e417d3f97011c676f7789871fd,0,"""instance""",0.00013399,"['taskset', '-c', '2', '<project>/build/release/pclp', 'solve', '--instance', '<project>/data/processed/pckp_A_972_1661.json', '--config', '<project>/experiments/runs/pilot/967de189a02758e9/resolved_config.json', '--output', '<project>/experiments/runs/pilot/967de189a02758e9/result.json']",False,parametric,0,0.0,0.01364636,pckp-historical,5365,172,0,pckp_A_972_1661,data/processed/pckp_A_972_1661.json,f05a9f948a8afe670e0d40337dd536029134e287f4003e0067f40df3bad0de94,0,86,,972,1734.88179178764,172,DATA/INSTANCES/PCKP_BB/instances,26750976,0,0.000263918,0.0,0.0,0,0,0,967de189a02758e9,0.018756842997390777,optimal,0.01189054,0.0,True
2101,493f6f942eca3576ac0253ad50581fbe0469e8e417d3f97011c676f7789871fd,0,"""instance""",9.2424e-05,"['taskset', '-c', '2', '<project>/build/release/pclp', 'solve', '--instance', '<project>/data/processed/pckp_L_349_2101.json', '--config', '<project>/experiments/runs/pilot/4e0b40787c029786/resolved_config.json', '--output', '<project>/experiments/runs/pilot/4e0b40787c029786/result.json']",False,dinkelbach,0,0.0,0.003524659,pckp-historical,1444,14,0,pckp_L_349_2101,data/processed/pckp_L_349_2101.json,133b20b4048f61a8ba6dcb1a3e972eb62d8f29d7d3b064b5f5ea8e8912a00d00,0,3,,349,234465988.7824999,4,DATA/INSTANCES/PCKP_BB/instances,22917120,0,0.000178996,0.0,0.0,0,0,0,4e0b40787c029786,0.008013247002963908,optimal,0.001877396,0.0,True
2101,493f6f942eca3576ac0253ad50581fbe0469e8e417d3f97011c676f7789871fd,2543774,"""instance""",9.6489e-05,"['taskset', '-c', '2', '<project>/build/release/pclp', 'solve', '--instance', '<project>/data/processed/pckp_L_349_2101.json', '--config', '<project>/experiments/runs/pilot/fd395c6c3c072dcf/resolved_config.json', '--output', '<project>/experiments/runs/pilot/fd395c6c3c072dcf/result.json']",False,forest-reference,7775,0.018331482,0.205604169,pckp-historical,0,0,7803,pckp_L_349_2101,data/processed/pckp_L_349_2101.json,133b20b4048f61a8ba6dcb1a3e972eb62d8f29d7d3b064b5f5ea8e8912a00d00,0,3,,349,234465988.7824999,4,DATA/INSTANCES/PCKP_BB/instances,22589440,7799,0.000174765,0.023213403,0.069889742,2551577,0,0,fd395c6c3c072dcf,0.2119241280015558,optimal,0.203932955,0.085554795,True
2101,493f6f942eca3576ac0253ad50581fbe0469e8e417d3f97011c676f7789871fd,61170,"""instance""",9.3159e-05,"['taskset', '-c', '2', '<project>/build/release/pclp', 'solve', '--instance', '<project>/data/processed/pckp_L_349_2101.json', '--config', '<project>/experiments/runs/pilot/bc82cf1aae653325/resolved_config.json', '--output', '<project>/experiments/runs/pilot/bc82cf1aae653325/result.json']",False,forest-tuned,1349,0.0031616220000000002,0.025001033,pckp-historical,0,0,9,pckp_L_349_2101,data/processed/pckp_L_349_2101.json,133b20b4048f61a8ba6dcb1a3e972eb62d8f29d7d3b064b5f5ea8e8912a00d00,1356,3,,349,234465988.7824999,4,DATA/INSTANCES/PCKP_BB/instances,22753280,1361,0.000179149,0.000996045,0.002456033,419567,0,0,bc82cf1aae653325,0.02970520498638507,optimal,0.023270732,0.014984256,True
2101,493f6f942eca3576ac0253ad50581fbe0469e8e417d3f97011c676f7789871fd,0,"""instance""",8.2276e-05,"['taskset', '-c', '2', '<project>/build/release/pclp', 'solve', '--instance', '<project>/data/processed/pckp_L_349_2101.json', '--config', '<project>/experiments/runs/pilot/e8ac88767e1573bf/resolved_config.json', '--output', '<project>/experiments/runs/pilot/e8ac88767e1573bf/result.json']",False,parametric,0,0.0,0.003167039,pckp-historical,1081,7,0,pckp_L_349_2101,data/processed/pckp_L_349_2101.json,133b20b4048f61a8ba6dcb1a3e972eb62d8f29d7d3b064b5f5ea8e8912a00d00,0,3,,349,234465988.7824999,6,DATA/INSTANCES/PCKP_BB/instances,22917120,0,0.000197746,0.0,0.0,0,0,0,e8ac88767e1573bf,0.00652831701154355,optimal,0.001446661,0.0,True
