arcs,configuration,family,flow_solves,instance,macroitems,median_seconds,nodes,objective,oracle_calls,origin,peak_rss_bytes,pivots,replicas,solved,solver_seconds,spread_seconds,status
21972,parametric,layered,427.0,gen_layered_levels8-density0.05_n2000_uniform_neg30_r0,214,0.07389480450365227,2000,,427.0,generated,24666112,0.0,2,2,0.0580218875,0.0009234769968315959,optimal
21972,ratio-closure-dual,layered,0.0,gen_layered_levels8-density0.05_n2000_uniform_neg30_r0,214,23.956611259491183,2000,,214.0,generated,24535040,351896.0,2,2,23.9385258585,0.5476756709977053,optimal
21972,ratio-closure-tuned,layered,,gen_layered_levels8-density0.05_n2000_uniform_neg30_r0,98,,2000,,,generated,24535040,,2,0,,0.0,time_limit
21972,ratio-closure-warm,layered,,gen_layered_levels8-density0.05_n2000_uniform_neg30_r0,98,,2000,,,generated,24535040,,2,0,,0.0,time_limit
21972,ratio-closure-warm-dual,layered,0.0,gen_layered_levels8-density0.05_n2000_uniform_neg30_r0,214,22.900680050006486,2000,,214.0,generated,24535040,319740.0,2,2,22.8816573745,0.2750922240084037,optimal
59964,dinkelbach,sparse,,gen_sparse_degree3_n20000_uniform_neg30_r0,0,,20000,,,generated,32088064,,2,0,,0.0,time_limit
59964,parametric,sparse,3023.0,gen_sparse_degree3_n20000_uniform_neg30_r0,1512,3.711619134999637,20000,,3023.0,generated,34893824,0.0,2,2,3.6574048799999996,0.13066331601294223,optimal
59964,ratio-closure-dual,sparse,,gen_sparse_degree3_n20000_uniform_neg30_r0,1,,20000,,,generated,29286400,,2,0,,0.0,time_limit
59964,ratio-closure-tuned,sparse,,gen_sparse_degree3_n20000_uniform_neg30_r0,1,,20000,,,generated,29618176,,2,0,,0.0,time_limit
59964,ratio-closure-warm,sparse,,gen_sparse_degree3_n20000_uniform_neg30_r0,1,,20000,,,generated,30760960,,2,0,,0.0,time_limit
59964,ratio-closure-warm-dual,sparse,,gen_sparse_degree3_n20000_uniform_neg30_r0,1,,20000,,,generated,30605312,,2,0,,0.0,time_limit
5976,dinkelbach,sparse,3277.0,gen_sparse_degree3_n2000_uniform_neg30_r0,346,0.6076612774922978,2000,,346.0,generated,24666112,0.0,2,2,0.6011706299999999,0.03593076299875975,optimal
5976,parametric,sparse,691.0,gen_sparse_degree3_n2000_uniform_neg30_r0,346,0.05222134550422197,2000,,691.0,generated,24666112,0.0,2,2,0.046049392,0.003534092989866622,optimal
5976,ratio-closure-dual,sparse,0.0,gen_sparse_degree3_n2000_uniform_neg30_r0,346,0.8235786895020283,2000,,346.0,generated,24666112,54251.0,2,2,0.8170340805,0.05183890300395433,optimal
5976,ratio-closure-tuned,sparse,0.0,gen_sparse_degree3_n2000_uniform_neg30_r0,346,0.7544449219931266,2000,,346.0,generated,24666112,89468.0,2,2,0.7475721045,0.05723550599941518,optimal
5976,ratio-closure-warm,sparse,0.0,gen_sparse_degree3_n2000_uniform_neg30_r0,346,0.3635893899918301,2000,,346.0,generated,24666112,6108.0,2,2,0.35704121850000003,0.014802624005824327,optimal
5976,ratio-closure-warm-dual,sparse,0.0,gen_sparse_degree3_n2000_uniform_neg30_r0,346,0.28294713349896483,2000,,346.0,generated,24666112,6886.0,2,2,0.2766814615,0.001112961006583646,optimal
15972,dinkelbach,transitive,4290.0,gen_transitive_degree2-extra3.0_n2000_uniform_neg30_r0,436,1.3085942164980224,2000,,436.0,generated,24666112,0.0,2,2,1.2971209300000002,0.006025052993209101,optimal
15972,parametric,transitive,871.0,gen_transitive_degree2-extra3.0_n2000_uniform_neg30_r0,436,0.09750308700313326,2000,,871.0,generated,24666112,0.0,2,2,0.0860792205,2.0302017219364643e-05,optimal
15972,ratio-closure-dual,transitive,0.0,gen_transitive_degree2-extra3.0_n2000_uniform_neg30_r0,436,3.0317954045021906,2000,,436.0,generated,24666112,132078.0,2,2,3.0200502785000003,0.07306593499379233,optimal
15972,ratio-closure-tuned,transitive,0.0,gen_transitive_degree2-extra3.0_n2000_uniform_neg30_r0,436,1.5910006415069802,2000,,436.0,generated,24666112,166730.0,2,2,1.579062505,0.010850780992768705,optimal
15972,ratio-closure-warm,transitive,0.0,gen_transitive_degree2-extra3.0_n2000_uniform_neg30_r0,436,0.5075085415010108,2000,,436.0,generated,24666112,13225.0,2,2,0.4957389765,0.001507314998889342,optimal
15972,ratio-closure-warm-dual,transitive,0.0,gen_transitive_degree2-extra3.0_n2000_uniform_neg30_r0,436,1.1487600479958928,2000,,436.0,generated,24666112,29491.0,2,2,1.1373938025,0.0016927560063777491,optimal
3922,dinkelbach,minelib-derived,324.0,minelib_newman1,47,0.29327659450791543,1060,,47.0,DATA/MINELIB/INSTANCES.zip,24535040,0.0,2,2,0.283232333,0.010119425001903437,optimal
